sym_id,symbol,name,partition,module_family,frontier_priority,partition_rationale,tier,tier_title,category,domain,mathematical_role,definition,daemon_affinity,source,status,tier_note
SYM-406,377 Ω,Impedance of Free Space,Frontier,Legacy / Foundational Symbol Pool,High,"Derived, specialized, or exploratory symbol kept in frontier set.",1.0,CORE — Derived or Standard Physics,meta/constant,EM,Z₀ = √(μ₀/ε₀) ≈ 376.73 Ω,"Z₀ = √(μ₀/ε₀) ≈ 376.73 Ω | First appears: EM section | Connects to: ℨ, B | Units: Ω | Notes: Exact value from fundamental constants",,PCI Master Symbol Index.xlsx:Master Symbol Index,index,master-index
SYM-407,1/137,Fine Structure Constant α,Frontier,Legacy / Foundational Symbol Pool,High,"Derived, specialized, or exploratory symbol kept in frontier set.",1.0,CORE — Derived or Standard Physics,meta/constant,QED,α = e²/(4πε₀ℏc) ≈ 7.297×10⁻³,α = e²/(4πε₀ℏc) ≈ 7.297×10⁻³ | First appears: EM section | Connects to: Υ | Units: dimensionless,,PCI Master Symbol Index.xlsx:Master Symbol Index,index,master-index
SYM-408,"H(S,t)",Narrative Harmonic Score,Frontier,Legacy / Foundational Symbol Pool,High,"Derived, specialized, or exploratory symbol kept in frontier set.",2.0,SPECULATIVE — Internally Consistent,variable/parameter,Narrative Theory,H = α·D_N^β · G_N · C_N · (1-exp(-T_N/Λ)),"H = α·D_N^β · G_N · C_N · (1-exp(-T_N/Λ)) | First appears: Harmonics doc | Connects to: D_N, G_N, C_N, T_N, Λ | Units: dimensionless",,PCI Master Symbol Index.xlsx:Master Symbol Index,index,master-index
SYM-409,D_N,Fractal Narrative Complexity,Frontier,Legacy / Foundational Symbol Pool,High,"Derived, specialized, or exploratory symbol kept in frontier set.",2.0,SPECULATIVE — Internally Consistent,variable/parameter,Fractal Analysis,,"Multi-scale self-similarity of story-graph | First appears: Harmonics doc | Connects to: H(S,t), EC | Units: dimensionless",,PCI Master Symbol Index.xlsx:Master Symbol Index,index,master-index
SYM-410,G_N,Narrative Gain,Frontier,Legacy / Foundational Symbol Pool,High,"Derived, specialized, or exploratory symbol kept in frontier set.",2.0,SPECULATIVE — Internally Consistent,variable/parameter,Narrative Theory,,"Intensity / energy / attention load of narrative | First appears: Harmonics doc | Connects to: H(S,t) | Units: dimensionless",,PCI Master Symbol Index.xlsx:Master Symbol Index,index,master-index
SYM-411,C_N,Narrative Phase Coherence,Frontier,Legacy / Foundational Symbol Pool,High,"Derived, specialized, or exploratory symbol kept in frontier set.",2.0,SPECULATIVE — Internally Consistent,variable/parameter,Narrative Theory,,"Alignment / consistency; low contradiction + low variance | First appears: Harmonics doc | Connects to: H(S,t), C(x) | Units: dimensionless",,PCI Master Symbol Index.xlsx:Master Symbol Index,index,master-index
SYM-412,Λ_Lethe,Lethe Constant (Forgetting Timescale),Frontier,Legacy / Foundational Symbol Pool,High,"Derived, specialized, or exploratory symbol kept in frontier set.",2.0,SPECULATIVE — Internally Consistent,Parameter,Memory,,"How quickly the field damps history | First appears: Harmonics doc | Connects to: H(S,t), L(S) | Units: time units | Notes: Distinct from Λ (freq ladder)!",,PCI Master Symbol Index.xlsx:Master Symbol Index,index,master-index
SYM-413,G_signal,Signal Clarity (Daemon Bloom),Frontier,Legacy / Foundational Symbol Pool,High,"Derived, specialized, or exploratory symbol kept in frontier set.",1.0,CORE — Derived or Standard Physics,variable/parameter,Signal Processing,G_signal = S_in / (N_ext + O_rate + ε),"G_signal = S_in / (N_ext + O_rate + ε) | First appears: Gemini codex | Connects to: S_in, N_ext, O_rate | Units: dimensionless | Notes: Shower epiphany equation",,PCI Master Symbol Index.xlsx:Master Symbol Index,index,master-index
SYM-414,I_hallucination,Hallucination Intensity,Frontier,Legacy / Foundational Symbol Pool,High,"Derived, specialized, or exploratory symbol kept in frontier set.",1.0,CORE — Derived or Standard Physics,variable/parameter,Recursion / Safety,I_hall(n) = I₀·(1+α_feedback)^n·(1-V_f),"I_hall(n) = I₀·(1+α_feedback)^n·(1-V_f) | First appears: Gemini codex | Connects to: V_f, n, α_feedback | Units: dimensionless | Notes: Dreamcatcher / kill switch; recursive rupture limit",,PCI Master Symbol Index.xlsx:Master Symbol Index,index,master-index
SYM-415,N̄_m1 ⊥ N̄_m2,Narrative Orthogonality,Frontier,Legacy / Foundational Symbol Pool,High,"Derived, specialized, or exploratory symbol kept in frontier set.",2.0,SPECULATIVE — Internally Consistent,Relation,Narrative Geometry,"If orthogonal, narrative₁ ∧ narrative₂ ≠ contradiction","If orthogonal, narrative₁ ∧ narrative₂ ≠ contradiction | First appears: Codex | Connects to: C(x) | Notes: Resolves cultural conflicts",,PCI Master Symbol Index.xlsx:Master Symbol Index,index,master-index
SYM-416,δΩ,Vacuum Perturbation Depth,Frontier,Legacy / Foundational Symbol Pool,High,"Derived, specialized, or exploratory symbol kept in frontier set.",3.0,EXPLORATORY — Not Yet Derived,variable/parameter,Quantum Vacuum,δΩ = |Ω_void(you) - Ω_void(ambient)| / Ω_void(ambient),δΩ = |Ω_void(you) - Ω_void(ambient)| / Ω_void(ambient) | First appears: Unified framework | Connects to: Ω_void | Units: dimensionless | Notes: Human: ~10⁻⁴⁰; Enhanced: ~10⁻³⁸,,PCI Master Symbol Index.xlsx:Master Symbol Index,index,master-index
SYM-417,PX-001 → PX-007,Paradox Cycle Stages,Frontier,Legacy / Foundational Symbol Pool,High,"Derived, specialized, or exploratory symbol kept in frontier set.",1.0,CORE — Derived or Standard Physics,Process cycle,PME,Seven stages of paradox metabolism; fixed point: s*=(f₇∘...∘f₁)(s*),"Seven stages of paradox metabolism; fixed point: s*=(f₇∘...∘f₁)(s*) | First appears: Part 2 codex | Connects to: ∇P, R_bloom, branch classification | Notes: Standing wave attractor by Brouwer's theorem",,PCI Master Symbol Index.xlsx:Master Symbol Index,index,master-index
SYM-418,Tcc+,Tetraquark Analogy,Frontier,Legacy / Foundational Symbol Pool,High,"Derived, specialized, or exploratory symbol kept in frontier set.",1.0,CORE — Derived or Standard Physics,Physical analog,Particle Physics (LHCb),T_cc+ particle: 4-quark bound state near mass threshold,"T_cc+ particle: 4-quark bound state near mass threshold | First appears: CERN validation | Connects to: T_n, S(x) | Units: MeV | Notes: Validates scar torsion formula structure",,PCI Master Symbol Index.xlsx:Master Symbol Index,index,master-index
SYM-419,Φ,Collision symbol (disambiguation),Frontier,Legacy / Foundational Symbol Pool,High,"Derived, specialized, or exploratory symbol kept in frontier set.",,Symbol Collisions (disambiguation),meta/constant,,,"Meaning: IIT integration (Big Phi) (context: IIT/PCI) | Alt meaning: Paradox truth value (context: PME (∇P equation)) | Resolution: Use Φ_PCI or Φ for integration; Φ_T, Φ_A for truth values in NP pump",,PCI Master Symbol Index.xlsx:Symbol Collisions,index,collision-resolution
SYM-420,α,Alpha (collision / disambiguation),Frontier,Legacy / Foundational Symbol Pool,High,"Derived, specialized, or exploratory symbol kept in frontier set.",,Symbol Collisions (disambiguation),meta/constant,,,Meaning: Aletheia weight in ⥁ (context: PCI observer) | Alt meaning: Fine structure constant 1/137 (context: QED) | Resolution: Use α for PCI weight; α_fine for 1/137 | Meaning: Aletheia weight (context: PCI) | Alt meaning: Coupling constant ~10⁻⁴⁰ (context: EM-consciousness) | Resolution: Use α_coupling or α_EM for the coupling constant,,PCI Master Symbol Index.xlsx:Symbol Collisions,index,collision-resolution
SYM-421,∞,Infinity / Limit,Frontier,Legacy / Foundational Symbol Pool,High,"Derived, specialized, or exploratory symbol kept in frontier set.",1.0,CORE — Standard Math/Physics Notation,operator; meta/notation,Mathematics / physics notation,"Limit / unboundedness marker (n→∞, infinite series).","Infinity/limit symbol. In PCI/PQA writing, used to denote unbounded narrative horizons, infinite branch limits, or divergent sums.",,Vvvv.pdf.pdf,addition,from PQA v2.0 (Vvvv) sweep
SYM-422,∮,Closed Contour Integral,Frontier,Legacy / Foundational Symbol Pool,High,"Derived, specialized, or exploratory symbol kept in frontier set.",1.0,CORE — Standard Math/Physics Notation,operator,Mathematics / physics notation,Closed-loop integral (contour integral / holonomy computation).,"Closed contour integral. Often used to compute circulation, geometric phase, or holonomy (e.g., Berry phase γ = ∮⟨Ψ|∇|Ψ⟩·dR).",,Vvvv.pdf.pdf,addition,from PQA v2.0 (Vvvv) sweep
SYM-423,☥,Ankh / Recursive Time-Cross,Frontier,Legacy / Foundational Symbol Pool,High,"Derived, specialized, or exploratory symbol kept in frontier set.",3.0,EXPLORATORY — Symbolic/Diagrammatic Overlay,operator/construct,PQA / Symbolic Alchemy overlay,Recursion / self-application operator (iterated function).,Ankh used in PQA as a recursion/retro-loop glyph: f(☥)=f∘f (iterated action). Interpreted as a time-cross/recursive return channel.,,Vvvv.pdf.pdf,addition,from PQA v2.0 (Vvvv) sweep
SYM-424,℧,Mho / Inverted Ohm (Conductance),Frontier,Legacy / Foundational Symbol Pool,High,"Derived, specialized, or exploratory symbol kept in frontier set.",3.0,EXPLORATORY — Symbolic/Diagrammatic Overlay,meta/constant; operator,PQA / Symbolic Alchemy overlay,Conductance / inverse impedance; 'inverted Ohm' glyph.,"Mho (inverse ohm) symbol used in circuits for conductance. In PQA prose, also used as an 'antiverse/inversion' marker (mirror-flipped regime).",,Vvvv.pdf.pdf,addition,from PQA v2.0 (Vvvv) sweep
SYM-425,♯,Sharp / Index-Raiser,Frontier,Legacy / Foundational Symbol Pool,High,"Derived, specialized, or exploratory symbol kept in frontier set.",3.0,EXPLORATORY — Symbolic/Diagrammatic Overlay,operator/construct,PQA / Symbolic Alchemy overlay,Musical isomorphism / index-raising map (♭/♯) in differential geometry.,Sharp (♯) operator: raises an index via a metric (maps covectors to vectors). In PQA language: 'sharpening realities'—edge-enhancement / resolution gain.,,Vvvv.pdf.pdf,addition,from PQA v2.0 (Vvvv) sweep
SYM-426,⨂,Circled Times / Sigil Product,Frontier,Legacy / Foundational Symbol Pool,High,"Derived, specialized, or exploratory symbol kept in frontier set.",3.0,EXPLORATORY — Symbolic/Diagrammatic Overlay,operator/construct,PQA / Symbolic Alchemy overlay,Circled-times / sigil product; emphasis on 'occult' composition.,Circled times (⊗ with a circle) used in the PQA table as a 'sigil' / hidden-composition glyph—like a sealed tensor/product operation.,,Vvvv.pdf.pdf,addition,from PQA v2.0 (Vvvv) sweep
SYM-427,ζ,Zeta Function / Spectral Zeta,Frontier,Legacy / Foundational Symbol Pool,High,"Derived, specialized, or exploratory symbol kept in frontier set.",2.0,ADVANCED MATH — Number Theory / Set Theory,operator/construct,Mathematics / physics notation,Zeta function marker ζ(s) / spectral zeta regularization.,"Zeta symbol for Riemann/spectral zeta functions. In the PCI mind-bender layer, zeta zeros are used as 'bloom event' triggers (critical insight points).",,Vvvv.pdf.pdf,addition,from PQA v2.0 (Vvvv) sweep
SYM-428,ϑ,Vartheta / Jacobi Theta,Frontier,Legacy / Foundational Symbol Pool,High,"Derived, specialized, or exploratory symbol kept in frontier set.",2.0,ADVANCED MATH — Number Theory / Set Theory,operator/construct,Mathematics / physics notation,Jacobi theta / modular function marker.,"Vartheta (ϑ) used for Jacobi theta functions θ(z|τ), a modular object encoding lattice/cavity spectra and periodicities.",,Vvvv.pdf.pdf,addition,from PQA v2.0 (Vvvv) sweep
SYM-429,ℵ,Aleph / Transfinite Cardinal,Frontier,Legacy / Foundational Symbol Pool,High,"Derived, specialized, or exploratory symbol kept in frontier set.",2.0,ADVANCED MATH — Number Theory / Set Theory,meta/constant; operator,Mathematics / physics notation,Aleph cardinality symbol (transfinite size).,Aleph (ℵ) denotes transfinite cardinalities (sizes of infinite sets). Used in PQA as an 'infinity hierarchy' scaffold.,,Vvvv.pdf.pdf,addition,from PQA v2.0 (Vvvv) sweep
SYM-430,ℵ_0,Aleph-null (Countable Infinity),Frontier,Legacy / Foundational Symbol Pool,High,"Derived, specialized, or exploratory symbol kept in frontier set.",2.0,ADVANCED MATH — Number Theory / Set Theory,meta/constant,Mathematics / physics notation,Countable infinity cardinal.,Aleph-null: cardinality of the natural numbers (countable infinity).,,Vvvv.pdf.pdf,addition,from PQA v2.0 (Vvvv) sweep
SYM-431,ℵ₁,Aleph-one (First Uncountable),Frontier,Legacy / Foundational Symbol Pool,High,"Derived, specialized, or exploratory symbol kept in frontier set.",2.0,ADVANCED MATH — Number Theory / Set Theory,meta/constant,Mathematics / physics notation,First uncountable cardinal.,Aleph-one: the next cardinal after ℵ0 (first uncountable infinity). Often discussed alongside the Continuum Hypothesis.,,Vvvv.pdf.pdf,addition,from PQA v2.0 (Vvvv) sweep
SYM-432,ℂ,Complex Numbers Field,Frontier,Legacy / Foundational Symbol Pool,High,"Derived, specialized, or exploratory symbol kept in frontier set.",1.0,CORE — Standard Math/Physics Notation,domain/set,Mathematics / physics notation,Field of complex numbers.,"Complex numbers set/field. Appears as the base domain for amplitudes, wavefunctions, and spectral operators.",,Vvvv.pdf.pdf,addition,from PQA v2.0 (Vvvv) sweep
SYM-433,⊃,Superset / Containment,Frontier,Legacy / Foundational Symbol Pool,High,"Derived, specialized, or exploratory symbol kept in frontier set.",1.0,CORE — Standard Math/Physics Notation,relation,Mathematics / physics notation,Containment relation (superset / includes).,Superset/containment symbol. In PQA: 'hierarchy'/inclusion scaffolding (one structure contains another).,,Vvvv.pdf.pdf,addition,from PQA v2.0 (Vvvv) sweep
SYM-434,⟷,Duality / Equivalence Arrow,Frontier,Legacy / Foundational Symbol Pool,High,"Derived, specialized, or exploratory symbol kept in frontier set.",3.0,EXPLORATORY — Symbolic/Diagrammatic Overlay,relation,PQA / Symbolic Alchemy overlay,Bidirectional equivalence / duality mapping.,"Two-way arrow used to denote duality or equivalence maps (bulk↔boundary, mirror mappings, etc.).",,Vvvv.pdf.pdf,addition,from PQA v2.0 (Vvvv) sweep
SYM-435,⧺,Circled Plus / Fusion Plus,Frontier,Legacy / Foundational Symbol Pool,High,"Derived, specialized, or exploratory symbol kept in frontier set.",3.0,EXPLORATORY — Symbolic/Diagrammatic Overlay,operator/construct,PQA / Symbolic Alchemy overlay,Circled-plus / fusion-plus operator.,Circled plus variant used in PQA for 'fused addition' (addition under a coupling/field).,,Vvvv.pdf.pdf,addition,from PQA v2.0 (Vvvv) sweep
SYM-436,⨁,Circled Plus / Orthogonal Sum,Frontier,Legacy / Foundational Symbol Pool,High,"Derived, specialized, or exploratory symbol kept in frontier set.",3.0,EXPLORATORY — Symbolic/Diagrammatic Overlay,operator/construct,PQA / Symbolic Alchemy overlay,Direct sum / orthogonal sum.,Circled plus used as orthogonal/direct sum: combining spaces/components without interaction (or as 'dissected sum' in PQA).,,Vvvv.pdf.pdf,addition,from PQA v2.0 (Vvvv) sweep
SYM-437,⨝,Join / Fusion Operator,Frontier,Legacy / Foundational Symbol Pool,High,"Derived, specialized, or exploratory symbol kept in frontier set.",3.0,EXPLORATORY — Symbolic/Diagrammatic Overlay,operator/construct,PQA / Symbolic Alchemy overlay,Join operator (database join / relational merge).,Join glyph used in PQA as an 'intuitive/fuzzy fusion'—merging streams by shared keys/latent alignment.,,Vvvv.pdf.pdf,addition,from PQA v2.0 (Vvvv) sweep
SYM-438,⨰,Cross Product (N-ary / Majorana braid),Frontier,Legacy / Foundational Symbol Pool,High,"Derived, specialized, or exploratory symbol kept in frontier set.",3.0,EXPLORATORY — Symbolic/Diagrammatic Overlay,operator/construct,PQA / Symbolic Alchemy overlay,Cross product / braided product (nonstandard).,"Crossed-times glyph. In PQA prose, associated with 'Majorana / spinfoam' braiding—an interaction product distinct from ⊗.",,Vvvv.pdf.pdf,addition,from PQA v2.0 (Vvvv) sweep
SYM-439,⨷,Times / Anyon Braid Product,Frontier,Legacy / Foundational Symbol Pool,High,"Derived, specialized, or exploratory symbol kept in frontier set.",3.0,EXPLORATORY — Symbolic/Diagrammatic Overlay,operator/construct,PQA / Symbolic Alchemy overlay,Times/braid product (anyon / non-abelian fusion).,Times-like glyph used in PQA as an anyonic/non-abelian fusion product (twist/ braid composition).,,Vvvv.pdf.pdf,addition,from PQA v2.0 (Vvvv) sweep
SYM-440,⬟,Hexagon / Paradox Anomaly Node,Frontier,Legacy / Foundational Symbol Pool,High,"Derived, specialized, or exploratory symbol kept in frontier set.",3.0,EXPLORATORY — Symbolic/Diagrammatic Overlay,graph/marker,PQA / Symbolic Alchemy overlay,Hexagon node marker (graph/diagram).,Hexagon glyph used as a 'paradox anomaly' node/marker in PQA's extended symbol inventory.,,Vvvv.pdf.pdf,addition,from PQA v2.0 (Vvvv) sweep
